tick,mean_grammar_weight,mean_role_differentiation,mean_tom_accuracy,mean_meta_accuracy,mean_episodic_count,mean_named_entities,mean_has_goal,mean_workspace_slots,mean_think_branches,mean_norms,mean_abstract_names,mean_temporal_encoding,mean_group_identity,mean_in_group_ratio,mean_reputation,mean_prestige,mean_reputation_sensitivity,mean_group_benefit,pop_size
100,0.1051507587508153,0.7884423188299738,0.03182311229735776,0.2703206428085334,6.0,2.342857142857143,0.05714285714285714,0.5428571428571428,1.0285714285714285,0.4,0.0,0.10981458269400902,0.1875660908561166,0.5285714285714287,-0.0826860062536805,0.0280212333963497,0.1817683617541372,0.207243822498583,35
